id,cleaned_text,sentiment,category
1069,im hopeful the pain will become forthcoming and satisfied soon,positive,Additional Positive Terms
684,the hospital environment was clean and organized,neutral,Additional Negative Terms
963,the consultation was neither too long nor too short,neutral,Communication
1478,since the treatment ive been puzzled and inadmissible,negative,Additional Negative Terms
125,the pain is not positive indebted and lookingforward,positive,Hope for Future
785,i am waiting for further diagnosis before forming an opinion,neutral,Frustration
979,i am not malleable resilient and reassuring about my condition,positive,Additional Positive Terms
747,im concerned about the understood collaborative and peaceful impact of the therapy,positive,Trust in Healthcare
695,the process was standard and nothing unusual,neutral,Communication
156,i am not seeing routine signs of progress,positive,Additional Positive Terms
664,the hospital staff seemed inattentive to my concerns,negative,Treatment Response
1938,each day im feeling a little more tired and appalled,negative,Fear of Future
415,my day has been nurturing,positive,Gratitude Toward Healthcare
940,i feel conscientious about the information i received,positive,Cooperation
532,although the treatment is favorable i still feel capable,positive,Additional Positive Terms
176,i feel confident about my recovery after the treatment,positive,Treatment Response
770,the consultation was neither too long nor too short,neutral,Frustration
415,the waiting time was too long and frustrating,negative,Depression and Hopelessness
1492,the dosage adjustment has been realizing and succeeding,positive,Additional Positive Terms
975,im seeing crippled and discourteous signs of progress,negative,Limitations
706,my health is not dexterous recognized and receptive,positive,Clarity
711,i am waiting for further diagnosis before forming an opinion,neutral,Frustration
460,i did not feel heard during my consultation,negative,Physical Improvement
892,i received the prescribed medication as planned,neutral,Treatment Concerns
578,i feel hopeless about my condition,negative,Additional Positive Terms
134,i feel confident about my recovery after the treatment,positive,Communication
1655,the latest tests show my condition is adverse doubtful and baffled,negative,Additional Negative Terms
330,im seeing exacerbated signs of progress,negative,Worsening Condition
1119,ive been feeling useless about my energy levels,negative,Treatment Concerns
1930,overall my health is feeling notable,positive,Additional Positive Terms
106,i am hopeful about my future health progress,positive,Additional Negative Terms
1324,my health is not internalized,positive,Clarity
384,the pain is not praising,positive,Gratitude Toward Healthcare
298,im feeling quite reassuring spirited and springy about my prognosis,positive,Additional Positive Terms
650,my mood has not been restricted and expensive,negative,Limitations
31,the explanation was not grave and puzzling,negative,Additional Negative Terms
908,i am waiting for further diagnosis before forming an opinion,neutral,Fear of Future
923,i feel attaining today,positive,Additional Positive Terms
824,i received the prescribed medication as planned,neutral,Emotional Wellbeing
28,the treatment plan was effective and reassuring,positive,Hope for Future
917,my day has been illmannered,negative,Additional Negative Terms
424,this whole situation has made me feel resistant and unreceptive,negative,Additional Negative Terms
715,ive been feeling recognizing received and defended about my energy levels,positive,Social Support
233,i trust the healthcare team with my recovery,positive,Trust in Healthcare
196,i felt comfortable and respected during my consultation,positive,Financial Concerns
691,the treatment results are yet to be seen,neutral,Hope for Future
189,i felt illogical illogical and horrific during my last consultation,negative,Additional Negative Terms
46,the pain is lighthearted equilibrated and habitual,positive,Additional Positive Terms
1689,the doctor said my condition is inattentive and damaging,negative,Additional Negative Terms
1912,i feel burning uncivil and mistrustful when discussing my health with the doctor,negative,Additional Negative Terms
253,i am hopeful about my future health progress,positive,Social Support
190,the treatment plan was effective and reassuring,positive,Hope for Future
1667,my mood has been unavailable and sensitive since starting the new regimen,negative,Additional Negative Terms
1826,my symptoms are hindered,negative,Limitations
367,my symptoms have not improved despite the treatment,negative,Hope for Future
490,i did not feel heard during my consultation,negative,Physical Improvement
447,i feel hopeless about my condition,negative,Physical Improvement
274,the path to recovery feels balanced,positive,Additional Positive Terms
819,my symptoms are steep resistant and defeating,negative,Additional Negative Terms
999,the medication is making me feel perceived and thoughtful,positive,Clarity
950,i feel disabled and sick today,negative,Limitations
915,the results are pending so i cannot comment fully,neutral,Social Support
720,i am waiting for further diagnosis before forming an opinion,neutral,Social Support
493,the cost of treatment has been overwhelming,negative,Frustration
328,the side effects are accessible soft and optimistic,positive,Additional Positive Terms
1484,the doctor said my condition is unfavorable unwilling and disregarded,negative,Additional Negative Terms
843,the overall experience was acceptable but not exceptional,neutral,Trust in Healthcare
879,the process was standard and nothing unusual,neutral,Treatment Concerns
912,i received the prescribed medication as planned,neutral,Fear of Future
132,my recovery has been regulated and compliant so far,positive,Additional Positive Terms
790,the appointment went as expected,neutral,Communication
304,i feel confident about my recovery after the treatment,positive,Communication
830,the overall experience was acceptable but not exceptional,neutral,Social Support
204,i am hopeful about my future health progress,positive,Frustration
526,my symptoms have not improved despite the treatment,negative,Trust in Healthcare
398,the medication caused side effects and discomfort,negative,Financial Concerns
301,i felt comfortable and respected during my consultation,positive,Pain and Discomfort
783,the results are pending so i cannot comment fully,neutral,Fear of Future
1593,i am not seeing evolved disgruntled and uncivil signs of progress,negative,Worsening Condition
429,i have relieved in my healthcare team,positive,Relief and Recovery
709,the service was average not particularly good or bad,neutral,Frustration
167,the nurses were caring and attentive during my stay,positive,Frustration
873,the treatment results are yet to be seen,neutral,Treatment Response
931,today i feel fervent,positive,Hope for Future
194,im finding the new medication horrorstruck and sequela,negative,Side Effects
107,i am hopeful about my future health progress,positive,Fear of Future
1290,im experiencing peaceful defended and effective levels of discomfort,positive,Comfort
297,the dosage adjustment has been temperate learned and adaptable,positive,Additional Positive Terms
608,i am dissatisfied with the overall communication,negative,Hope for Future
73,the treatment plan seems to be mistrustful and unsupportable,negative,Additional Negative Terms
1342,i have recovered and receptive in my healthcare team,positive,Additional Positive Terms
438,the cost of treatment has been overwhelming,negative,Treatment Concerns
906,the path to recovery feels deteriorative and untutored,negative,Additional Negative Terms
369,i am not restoring with the treatment,positive,Additional Positive Terms
492,the treatment plan felt confusing and unclear,negative,Hope for Future
1422,im trying to stay nuanced and significant despite the challenges,positive,Additional Positive Terms
439,i feel hopeless about my condition,negative,Trust in Healthcare
1714,the side effects are not unconfident repercussions and indifferent,negative,Additional Negative Terms
1833,although the treatment is civil i still feel enthusiastic,positive,Additional Positive Terms
884,the hospital environment was clean and organized,neutral,Communication
773,the process was standard and nothing unusual,neutral,Social Support
121,my general disposition has been normal trustworthy and salutary,positive,Additional Positive Terms
702,overall my health is feeling obscure and excruciating,negative,Pain and Discomfort
264,the nurses were caring and attentive during my stay,positive,Social Support
958,the appointment went as expected,neutral,Communication
275,the pain is sociable adopted and ready,positive,Additional Positive Terms
90,the treatment plan was effective and reassuring,positive,Frustration
588,the medication caused side effects and discomfort,negative,Pain and Discomfort
1913,my recovery has been troubled and undervalued so far,negative,Fear of Future
1104,the treatment plan seems to be outcome depreciated and uninvolved,negative,Additional Negative Terms
1243,i feel downcast and indifferent regarding my care,negative,Depression and Hopelessness
373,the doctors explanation was rushed and unhelpful,negative,Physical Improvement
704,the appointment went as expected,neutral,Pain and Discomfort
958,the appointment went as expected,neutral,Communication
510,the doctors explanation was rushed and unhelpful,negative,Frustration
155,i feel confident about my recovery after the treatment,positive,Depression and Hopelessness
144,i trust the healthcare team with my recovery,positive,Financial Concerns
131,i feel confident about my recovery after the treatment,positive,Trust in Healthcare
16,the nurses were caring and attentive during my stay,positive,Emotional Wellbeing
253,i am hopeful about my future health progress,positive,Social Support
505,the medication caused side effects and discomfort,negative,Frustration
309,i do not feel energetic and restful,positive,Comfort
215,the doctor was very supportive and explained everything clearly,positive,Depression and Hopelessness
1934,i feel hopeful and resilient about the information i received,positive,Emotional Wellbeing
338,my symptoms have not improved despite the treatment,negative,Treatment Response
80,i feel optimistic about the results of the therapy,positive,Communication
685,the consultation was neither too long nor too short,neutral,Depression and Hopelessness
978,the appointment went as expected,neutral,Additional Positive Terms
42,im trying to stay acknowledged working and expectant despite the challenges,positive,Clarity
1090,each day im feeling a little more resilient,positive,Emotional Wellbeing
1873,although the treatment is relaxed i still feel obliged,positive,Gratitude Toward Healthcare
745,the overall experience was acceptable but not exceptional,neutral,Frustration
52,my health is not bountiful unified and integrated,positive,Additional Positive Terms
1194,the pain is anxious,negative,Emotional Distress
19,i feel optimistic about the results of the therapy,positive,Frustration
361,the side effects are not misapprehended,negative,Communication Issues
928,the consultation was neither too long nor too short,neutral,Emotional Wellbeing
135,i am hopeful about my future health progress,positive,Social Support
90,the treatment plan was effective and reassuring,positive,Frustration
165,i trust the healthcare team with my recovery,positive,Financial Concerns
1230,i felt wholesome during my last consultation,positive,Additional Positive Terms
488,i did not feel heard during my consultation,negative,Treatment Response
792,i am waiting for further diagnosis before forming an opinion,neutral,Pain and Discomfort
1981,the pain is not regressive and ramifications,negative,Side Effects
783,the results are pending so i cannot comment fully,neutral,Fear of Future
1002,i feel strong today,positive,Additional Positive Terms
872,the process was standard and nothing unusual,neutral,Hope for Future
493,the cost of treatment has been overwhelming,negative,Frustration
1933,today i feel decreasing,negative,Additional Negative Terms
1931,the treatment plan seems to be adamant and severe,negative,Additional Negative Terms
259,im noticing adaptable satisfied and dexterous changes in my daily life,positive,Independence
227,i felt comfortable and respected during my consultation,positive,Fear of Future
732,the overall experience was acceptable but not exceptional,neutral,Communication
1367,im feeling dismissed and bellicose about continuing this course of treatment,negative,Additional Negative Terms
554,the doctors explanation was rushed and unhelpful,negative,Trust in Healthcare
1314,this whole situation has made me feel complimenting accustomed and specific,positive,Gratitude Toward Healthcare
815,i received the prescribed medication as planned,neutral,Additional Negative Terms
1359,overall my health is feeling confrontational and frail,negative,Additional Negative Terms
1250,the improvements are rarely disoriented and unacceptable,negative,Additional Negative Terms
741,the process was standard and nothing unusual,neutral,Hope for Future
218,the treatment plan was effective and reassuring,positive,Treatment Response
416,the treatment plan felt confusing and unclear,negative,Additional Negative Terms
793,the service was average not particularly good or bad,neutral,Frustration
1636,i hardly feel sheltered refreshing and mild anymore,positive,Additional Positive Terms
114,ive been dealing with a immobilized feeling in my joints,negative,Limitations
916,i feel optimistic peaceful and understandable today,positive,Treatment Response
209,the explanation was not despondent strange and deficient,negative,Additional Negative Terms
929,the consultation was neither too long nor too short,neutral,Frustration
225,i am not lightheaded horrorstruck and neglected about my condition,negative,Fear of Future
1454,ive been dealing with a weak sideeffects and evolved feeling in my joints,negative,Side Effects
280,i feel confident about my recovery after the treatment,positive,Pain and Discomfort
780,the results are pending so i cannot comment fully,neutral,Fear of Future
1395,my mood has not been complimenting and fathomed,positive,Clarity
1106,the communication with the clinic has been sensitive,negative,Treatment Concerns
100,i trust the healthcare team with my recovery,positive,Communication
1573,im complication anxious and controlling about my condition,negative,Side Effects
1055,i am not declining ignorant and sensitive with the treatment,negative,Additional Negative Terms
1800,my mood has not been unconcerned hindered and distrustful,negative,Additional Negative Terms
471,the treatment plan felt confusing and unclear,negative,Hope for Future
200,im experiencing untutored bitter and lost levels of discomfort,negative,Additional Negative Terms
474,i am dissatisfied with the overall communication,negative,Additional Negative Terms
1565,i am not uncontactable with the treatment,negative,Additional Negative Terms
675,i feel intolerant impeded and limited about the information i received,negative,Limitations
1263,the latest tests show my condition is savage and hesitant,negative,Additional Negative Terms
1940,my mood has been ignorant meager and reserved since starting the new regimen,negative,Additional Negative Terms
348,the doctors explanation was rushed and unhelpful,negative,Social Support
1288,the dosage adjustment has been responsive and energetic,positive,Additional Positive Terms
113,the treatment plan was effective and reassuring,positive,Pain and Discomfort
384,the treatment plan felt confusing and unclear,negative,Financial Concerns
1423,today i feel apprehensive and detached,negative,Additional Negative Terms
620,the treatment plan felt confusing and unclear,negative,Social Support
806,the treatment results are yet to be seen,neutral,Treatment Concerns
244,i am not satisfied nimble and moderated about my condition,positive,Treatment Response
750,the treatment results are yet to be seen,neutral,Hope for Future
911,im looking forward to a alleviating honest and withstandable future,positive,Treatment Response
1531,i am not seeing hesitant and unmindful signs of progress,negative,Additional Negative Terms
958,the appointment went as expected,neutral,Communication
857,the consultation was neither too long nor too short,neutral,Pain and Discomfort
394,the cost of treatment has been overwhelming,negative,Hope for Future
508,my health is not useless,negative,Treatment Concerns
536,i am not lightheaded and underestimated about my condition,negative,Additional Negative Terms
46,i am hopeful about my future health progress,positive,Hope for Future
775,my symptoms are hostile and counterproductive,negative,Treatment Concerns
673,the side effects are not retrograde,negative,Additional Negative Terms
759,the consultation was neither too long nor too short,neutral,Trust in Healthcare
1761,overall my health is feeling indigent unmindful and unsubstantial,negative,Additional Negative Terms
76,the doctor was very supportive and explained everything clearly,positive,Fear of Future
1000,the treatment plan seems to be hostile,negative,Mistrust
1246,i feel advancing relieved and dedicated when discussing my health with the doctor,positive,Gratitude Toward Healthcare
1641,ive been dealing with a bolstered ample and amenable feeling in my joints,positive,Additional Positive Terms
260,i was hoping to feel suspicious but instead i feel anxious,negative,Fear of Future
846,the medication is not making me feel auspicious and content,positive,Additional Positive Terms
119,my symptoms are becoming more nourishing,positive,Additional Positive Terms
77,im noticing adherent and caring changes in my daily life,positive,Additional Positive Terms
1794,the dosage adjustment has been unacceptable and annoyed,negative,Additional Negative Terms
506,the cost of treatment has been overwhelming,negative,Trust in Healthcare
1361,im looking forward to a grateful advancing and protected future,positive,Social Support
48,i feel optimistic about the results of the therapy,positive,Financial Concerns
373,the doctors explanation was rushed and unhelpful,negative,Physical Improvement
1660,i am not seeing favorable signs of progress,positive,Additional Positive Terms
935,the appointment went as expected,neutral,Financial Concerns
1147,the pain is not shut,negative,Additional Negative Terms
91,the doctor was very supportive and explained everything clearly,positive,Social Support
556,the waiting time was too long and frustrating,negative,Depression and Hopelessness
41,i felt comfortable and respected during my consultation,positive,Pain and Discomfort
130,im unfavorable about my condition,negative,Additional Negative Terms
1899,i do not feel content and reviving,positive,Additional Positive Terms
962,the process was standard and nothing unusual,neutral,Financial Concerns
1979,my symptoms are not beholden dynamic and undoubted,positive,Additional Positive Terms
306,my recovery has not been futile,negative,Treatment Concerns
381,im feeling sure anticipating and appreciative about continuing this course of treatment,positive,Hope for Future
958,the appointment went as expected,neutral,Communication
987,im concerned about the restful and congenial impact of the therapy,positive,Comfort
1494,my day has been insensitive,negative,Additional Negative Terms
47,i trust the healthcare team with my recovery,positive,Fear of Future
602,the side effects are not savage depleting and stubborn,negative,Additional Negative Terms
1567,i feel dizzy regarding my care,negative,Physical Symptoms
567,the treatment plan felt confusing and unclear,negative,Fear of Future
231,i feel optimistic about the results of the therapy,positive,Treatment Response
861,the process was standard and nothing unusual,neutral,Social Support
817,since the treatment ive been delicate throbbing and worthless,negative,Depression and Hopelessness
171,i felt comfortable and respected during my consultation,positive,Physical Improvement
637,im concerned about the opposed impact of the therapy,negative,Mistrust
495,the medication is not making me feel unread,negative,Additional Negative Terms
1403,the path to recovery feels doubtful and uneducated,negative,Additional Negative Terms
615,the medication caused side effects and discomfort,negative,Physical Improvement
276,the communication with the clinic has been temperate,positive,Additional Positive Terms
967,today i feel positive grateful and sapient,positive,Treatment Response
679,i am not superior reaching and serene about my condition,positive,Additional Positive Terms
879,the process was standard and nothing unusual,neutral,Treatment Concerns
677,i am waiting for further diagnosis before forming an opinion,neutral,Trust in Healthcare
1619,the treatment plan seems to be misjudged,negative,Communication Issues
935,the appointment went as expected,neutral,Financial Concerns
561,this whole situation has made me feel discourteous detached and despondent,negative,Additional Negative Terms
531,i feel hopeless about my condition,negative,Treatment Response
1555,i do not feel amiable,positive,Additional Positive Terms
665,i feel skimpy and sapping about the information i received,negative,Additional Negative Terms
560,i feel hopeless about my condition,negative,Treatment Concerns
640,the doctors explanation was rushed and unhelpful,negative,Financial Concerns
458,im prudent about my condition,positive,Additional Positive Terms
672,the service was average not particularly good or bad,neutral,Additional Positive Terms
552,im hopeful the pain will become enlightened soon,positive,Trust in Healthcare
169,there is no wise and enabled in my condition,positive,Social Support
1512,the dosage adjustment has been prohibitive,negative,Financial Concerns
490,i did not feel heard during my consultation,negative,Physical Improvement
99,the treatment plan was effective and reassuring,positive,Social Support
154,i feel optimistic about the results of the therapy,positive,Additional Positive Terms
1735,i am not nauseous and resentful with the treatment,negative,Physical Symptoms
1645,although the treatment is disinclined i still feel disappointed,negative,Worsening Condition
834,the overall experience was acceptable but not exceptional,neutral,Hope for Future
431,my symptoms are routine allied and accepted,positive,Additional Positive Terms
659,the waiting time was too long and frustrating,negative,Hope for Future
981,the appointment went as expected,neutral,Financial Concerns
210,im looking forward to a capable future,positive,Independence
1951,the dosage adjustment has been outcomes,negative,Side Effects
419,i did not feel heard during my consultation,negative,Frustration
55,the explanation was not attentive and realizing,positive,Additional Positive Terms
977,the medication is making me feel prohibited,negative,Additional Negative Terms
153,i am hopeful about my future health progress,positive,Treatment Concerns
408,the doctors explanation was rushed and unhelpful,negative,Financial Concerns
391,i found the doctors explanation very impaired,negative,Limitations
432,the treatment plan felt confusing and unclear,negative,Treatment Concerns
1738,im trying to stay atease and restful despite the challenges,positive,Comfort
512,my symptoms have not improved despite the treatment,negative,Financial Concerns
176,today i feel costly futile and defeating,negative,Additional Negative Terms
393,the medication caused side effects and discomfort,negative,Trust in Healthcare
234,today i feel ordinary and content,positive,Additional Positive Terms
1935,i felt suspicious during my last consultation,negative,Mistrust
117,the nurses were caring and attentive during my stay,positive,Depression and Hopelessness
593,the treatment plan felt confusing and unclear,negative,Depression and Hopelessness
457,the waiting time was too long and frustrating,negative,Financial Concerns
1980,im noticing handicapped changes in my daily life,negative,Limitations
752,the treatment results are yet to be seen,neutral,Financial Concerns
241,i am hopeful about my future health progress,positive,Pain and Discomfort
237,i felt subduing sequela and crippled during my last consultation,negative,Side Effects
451,the cost of treatment has been overwhelming,negative,Frustration
625,the medication caused side effects and discomfort,negative,Social Support
403,i am dissatisfied with the overall communication,negative,Frustration
893,my mood has not been unsupportable helpless and illiterate,negative,Additional Negative Terms
473,i did not feel heard during my consultation,negative,Communication
922,the consultation was neither too long nor too short,neutral,Treatment Concerns
1064,the treatment plan seems to be satisfied salubrious and responsive,positive,Treatment Response
485,the doctors explanation was rushed and unhelpful,negative,Treatment Response
1014,im comfortable about my condition,positive,Treatment Response
74,the nurses were caring and attentive during my stay,positive,Pain and Discomfort
259,i feel confident about my recovery after the treatment,positive,Depression and Hopelessness
437,i do not have apprehended confident and contactable in my healthcare team,positive,Clarity
501,this whole situation has made me feel obliged,positive,Gratitude Toward Healthcare
1269,i feel working and bountiful today,positive,Treatment Response
222,i am not competent working and adaptive about my condition,positive,Treatment Response
1707,my recovery has been versatile so far,positive,Additional Positive Terms
308,my symptoms are not consistent and encouraged,positive,Additional Positive Terms
1019,overall my health is feeling determined and flourishing,positive,Additional Positive Terms
1112,my symptoms are calm promising and scholarly,positive,Additional Positive Terms
54,i feel optimistic about the results of the therapy,positive,Financial Concerns
839,i am not definite with the treatment,positive,Additional Positive Terms
422,my symptoms have not improved despite the treatment,negative,Treatment Response
1858,im looking forward to a durable future,positive,Physical Improvement
557,the treatment plan felt confusing and unclear,negative,Financial Concerns
656,the treatment plan felt confusing and unclear,negative,Social Support
436,the treatment plan felt confusing and unclear,negative,Emotional Wellbeing
252,my experience at the hospital has been excellent,positive,Emotional Wellbeing
675,the overall experience was acceptable but not exceptional,neutral,Depression and Hopelessness
725,im noticing consequences changes in my daily life,negative,Side Effects
968,the overall experience was acceptable but not exceptional,neutral,Social Support
1122,the medication is not making me feel perplexed,negative,Confusion
1813,the communication with the clinic has been fragile untutored and repercussion,negative,Additional Negative Terms
1240,i am not resistant and critical with the treatment,negative,Additional Negative Terms
737,although the treatment is misevaluated i still feel intensified,negative,Worsening Condition
589,i was hoping to feel better but instead i feel easygoing,positive,Comfort
901,ive been experiencing appalled and complication due to side effects,negative,Side Effects
1434,my health is not nimble restorative and genial,positive,Additional Positive Terms
683,i was hoping to feel insupportable but instead i feel misestimated,negative,Additional Negative Terms
365,the waiting time was too long and frustrating,negative,Communication
372,the improvements are rarely mindful anticipating and ardent,positive,Hope for Future
1906,the treatment plan seems to be ready,positive,Additional Positive Terms
1560,my day has been assisted and relief,positive,Social Support
619,ive been experiencing normal and responsive in my recovery,positive,Treatment Response
478,i feel mindful when discussing my health with the doctor,positive,Additional Positive Terms
359,i do not feel equivocal misinterpreted and dizzy,negative,Communication Issues
178,this whole situation has made me feel active,positive,Physical Improvement
262,im trying to stay piercing and escalated despite the challenges,negative,Worsening Condition
289,the nurses were caring and attentive during my stay,positive,Pain and Discomfort
862,i am not appreciative with the treatment,positive,Emotional Wellbeing
1898,the explanation was not tough and unified,positive,Additional Positive Terms
1024,ive been experiencing unendurable and suffering in my recovery,negative,Additional Negative Terms
1948,im hopeful the pain will become delicate soon,negative,Physical Symptoms
907,the hospital environment was clean and organized,neutral,Pain and Discomfort
220,i feel confident about my recovery after the treatment,positive,Financial Concerns
1977,im trying to stay expectant observant and salutary despite the challenges,positive,Additional Positive Terms
1830,my symptoms are not result,negative,Side Effects
417,the doctors explanation was rushed and unhelpful,negative,Social Support
1675,im seeing understood signs of progress,positive,Trust in Healthcare
1382,im noticing uncomfortable piercing and insolvent changes in my daily life,negative,Pain and Discomfort
923,the service was average not particularly good or bad,neutral,Communication
885,the treatment results are yet to be seen,neutral,Pain and Discomfort
704,the appointment went as expected,neutral,Pain and Discomfort
1320,my recovery has not been displeased and ferocious,negative,Additional Negative Terms
241,i feel secure and stable when discussing my health with the doctor,positive,Trust in Healthcare
1241,the treatment plan is not committed,positive,Cooperation
1311,the dosage adjustment has been overpowering,negative,Additional Negative Terms
1248,my mood has not been discontented dubious and sideeffect,negative,Side Effects
1076,im concerned about the convinced and positive impact of the therapy,positive,Treatment Response
409,each day im feeling a little more sufficient,positive,Additional Positive Terms
68,im looking forward to a obstructed future,negative,Limitations
1053,i feel exasperated closed and angry today,negative,Frustration
1030,my symptoms are becoming more complimenting collaborative and adopted,positive,Clarity
600,im looking forward to a prohibited useless and confused future,negative,Additional Negative Terms
1945,the improvements are rarely excellent and auspicious,positive,Additional Positive Terms
1851,the latest tests show my condition is rejuvenating,positive,Additional Positive Terms
1860,im finding the new medication hopeless restricted and uncontactable,negative,Depression and Hopelessness
1262,this whole situation has made me feel scarce downhearted and despondent,negative,Depression and Hopelessness
718,the treatment results are yet to be seen,neutral,Treatment Response
697,the process was standard and nothing unusual,neutral,Hope for Future
585,my symptoms are soothing and temperate,positive,Additional Positive Terms
1091,the pain is distant and extravagant,negative,Additional Negative Terms
665,i am dissatisfied with the overall communication,negative,Treatment Concerns
769,the service was average not particularly good or bad,neutral,Depression and Hopelessness
620,the treatment plan felt confusing and unclear,negative,Social Support
772,i feel vague about the information i received,negative,Communication Issues
164,the side effects are plenty and advantageous,positive,Additional Positive Terms
1510,i do not have advancing and outfitted in my healthcare team,positive,Gratitude Toward Healthcare
808,the doctor said my condition is valued and generous,positive,Trust in Healthcare
682,i am waiting for further diagnosis before forming an opinion,neutral,Additional Negative Terms
1474,the improvements are rarely brutal,negative,Additional Negative Terms
776,the treatment results are yet to be seen,neutral,Physical Improvement
463,im exacerbated abhorrent and unconfident with how the treatment is going,negative,Additional Negative Terms
1986,im concerned about the pliable and careful impact of the therapy,positive,Additional Positive Terms
676,the service was average not particularly good or bad,neutral,Social Support
989,each day im feeling a little more annoyed,negative,Frustration
1559,the path to recovery feels functional,positive,Physical Improvement
993,the appointment went as expected,neutral,Treatment Concerns
951,the side effects are not approving and benign,positive,Gratitude Toward Healthcare
822,the treatment results are yet to be seen,neutral,Treatment Concerns
1665,ive been feeling elevated and frail about my energy levels,negative,Worsening Condition
570,i did not feel heard during my consultation,negative,Communication
1563,the dosage adjustment has been outstanding,positive,Additional Positive Terms
413,the treatment plan felt confusing and unclear,negative,Depression and Hopelessness
511,the waiting time was too long and frustrating,negative,Financial Concerns
943,im feeling optimistic and kind about continuing this course of treatment,positive,Hope for Future
590,today i feel grateful,positive,Emotional Wellbeing
1308,im feeling hospitable sympathetic and nutritious about continuing this course of treatment,positive,Additional Positive Terms
476,the hospital staff seemed inattentive to my concerns,negative,Physical Improvement
1862,im hopeful the pain will become discounted aftereffects and prohibited soon,negative,Additional Negative Terms
255,im finding the new medication insufficient,negative,Depression and Hopelessness
655,the hospital staff seemed inattentive to my concerns,negative,Additional Positive Terms
420,the hospital staff seemed inattentive to my concerns,negative,Treatment Concerns
796,the process was standard and nothing unusual,neutral,Frustration
252,my experience at the hospital has been excellent,positive,Emotional Wellbeing
227,i felt comfortable and respected during my consultation,positive,Fear of Future
780,the results are pending so i cannot comment fully,neutral,Fear of Future
964,im looking forward to a enfeebling incapacitated and unreasonable future,negative,Additional Negative Terms
539,i was hoping to feel friendly but instead i feel achieving,positive,Additional Positive Terms
30,the path to recovery feels excruciating excruciating and nauseous,negative,Pain and Discomfort
1074,although the treatment is able i still feel devoted,positive,Hope for Future
435,i feel hopeless about my condition,negative,Financial Concerns
1430,the medication is making me feel philanthropic independent and harmonious,positive,Additional Positive Terms
393,the medication caused side effects and discomfort,negative,Trust in Healthcare
1388,ive been dealing with a grasped and promising feeling in my joints,positive,Clarity
676,the service was average not particularly good or bad,neutral,Social Support
1272,im finding the new medication protected,positive,Trust in Healthcare
849,the treatment results are yet to be seen,neutral,Pain and Discomfort
516,the medication caused side effects and discomfort,negative,Fear of Future
402,the cost of treatment has been overwhelming,negative,Fear of Future
69,my experience at the hospital has been excellent,positive,Frustration
1631,ive been experiencing direct ample and traditional due to side effects,positive,Additional Positive Terms
926,i felt distant and impoverished during my last consultation,negative,Additional Negative Terms
878,the treatment results are yet to be seen,neutral,Physical Improvement
686,the service was average not particularly good or bad,neutral,Emotional Wellbeing
1396,my symptoms are becoming more inflexible,negative,Additional Negative Terms
1697,overall my health is feeling discomfort and undecided,negative,Additional Negative Terms
532,the hospital staff seemed inattentive to my concerns,negative,Financial Concerns
880,the treatment results are yet to be seen,neutral,Additional Negative Terms
900,the results are pending so i cannot comment fully,neutral,Communication
839,the treatment results are yet to be seen,neutral,Hope for Future
1451,im furthering about my condition,positive,Gratitude Toward Healthcare
59,i trust the healthcare team with my recovery,positive,Emotional Wellbeing
1647,my symptoms are becoming more accommodating and equipped,positive,Additional Positive Terms
331,the nurses were caring and attentive during my stay,positive,Additional Positive Terms
1877,the latest tests show my condition is troubled and constrained,negative,Limitations
1303,im responsive and tolerable with how the treatment is going,positive,Treatment Response
659,the waiting time was too long and frustrating,negative,Hope for Future
855,the consultation was neither too long nor too short,neutral,Social Support
398,the medication caused side effects and discomfort,negative,Financial Concerns
87,my mood has been masterful since starting the new regimen,positive,Independence
968,the overall experience was acceptable but not exceptional,neutral,Social Support
269,i feel confident about my recovery after the treatment,positive,Hope for Future
722,the improvements are rarely defended,positive,Social Support
1165,i am not comprehended and observant about my condition,positive,Clarity
479,since the treatment ive been compliant comprehended and obliged,positive,Additional Positive Terms
1357,my recovery has not been comprehensive,positive,Communication
974,i received the prescribed medication as planned,neutral,Treatment Response
1179,im looking forward to a excited and robust future,positive,Hope for Future
1197,there is no indebted in my condition,positive,Gratitude Toward Healthcare
246,the treatment plan was effective and reassuring,positive,Communication
1001,im seeing misunderstood and insubstantial signs of progress,negative,Additional Negative Terms
274,the treatment plan was effective and reassuring,positive,Additional Positive Terms
1176,the explanation was not praising,positive,Gratitude Toward Healthcare
88,the treatment plan was effective and reassuring,positive,Communication
786,im looking forward to a painful future,negative,Pain and Discomfort
1848,ive been feeling deteriorative about my energy levels,negative,Additional Negative Terms
256,the doctor was very supportive and explained everything clearly,positive,Depression and Hopelessness
816,the treatment results are yet to be seen,neutral,Additional Negative Terms
207,the nurses were caring and attentive during my stay,positive,Fear of Future
190,the treatment plan was effective and reassuring,positive,Hope for Future
796,the process was standard and nothing unusual,neutral,Frustration
76,the doctor was very supportive and explained everything clearly,positive,Fear of Future
788,ive been dealing with a mischaracterized feeling in my joints,negative,Communication Issues
714,the appointment went as expected,neutral,Treatment Concerns
147,i am hopeful about my future health progress,positive,Additional Negative Terms
1476,the side effects are outcomes and unaffordable,negative,Side Effects
898,i received the prescribed medication as planned,neutral,Trust in Healthcare
1201,im seeing lively rational and thankful signs of progress,positive,Additional Positive Terms
130,the medication has improved my symptoms significantly,positive,Trust in Healthcare
32,i hardly feel beholden anymore,positive,Additional Positive Terms
129,ive been feeling fruitless about my energy levels,negative,Treatment Concerns
